1_id	1_span	1_anno_ptb::pos	2_id	2_span	2_anno_ptb::cat	3_id	3_span	3_anno_ptb::cat	4_id	4_span	4_anno_ptb::pos	4_anno_ptb::pos	meta_Period	meta_Genre	meta_Dialect	meta_File_name	meta_Text_name	meta_Date	meta_Author	meta_Verse_or_prose	meta_Foreign_original	meta_Relationship_to_spoken_language	meta_Prototypicaltext_category
salt:/ppcme2/cmtrinit.mx1#sTok12762	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure6754	and þis mai ech man *ICH*-1 understonden . 0 þe *T*-2 wot wat 0 *T*-3 bitocneð þese two burges . ierusalem and babilonie .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure6756	ech man *ICH*-1	NP	salt:/ppcme2/cmtrinit.mx1#sTok12763	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok13658	elch	Q	salt:/ppcme2/cmtrinit.mx1#structure7188	elch man alse 0 0 *T*-2 *exp* him buð lief to beten his fule synnes	NP	salt:/ppcme2/cmtrinit.mx1#structure7189	elch man	NP	salt:/ppcme2/cmtrinit.mx1#sTok13659	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok13676	no	Q	salt:/ppcme2/cmtrinit.mx1#structure7197	for no man ne mai synnes beten er þanne 0 he hem forlete . and *con* shewe em his prest . and *con* nime shrifte þeroffe .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure7198	no man	NP	salt:/ppcme2/cmtrinit.mx1#sTok13677	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok14016	no	Q	salt:/ppcme2/cmtrinit.mx1#structure7370	for no man ne mai his sinnes bete ; er 0 he habbe nume shrift þerof .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure7371	no man	NP	salt:/ppcme2/cmtrinit.mx1#sTok14017	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok15672	no	Q	salt:/ppcme2/cmtrinit.mx1#structure8295	ne brinð no synful man quemere loc ; þene teares sheding for his sinnen	IP	salt:/ppcme2/cmtrinit.mx1#structure8296	no synful man	NP	salt:/ppcme2/cmtrinit.mx1#sTok15674	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok16205	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure8542	to ech liues man	PP	salt:/ppcme2/cmtrinit.mx1#structure8543	ech liues man	NP	salt:/ppcme2/cmtrinit.mx1#sTok16207	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok16382	alle	Q	salt:/ppcme2/cmtrinit.mx1#structure8625	*T*-2 alle synfulle men *ICH*-3 shule þolen on domes dai . 0 þat *T*-4 ne haue noht here sinnes forleten . and bet ; er þan 0 al mankin . 0 þe *T*-5 was . and *T*-5 wurh . and *T*-5 nu is ; cumen to one mote . and ure louerd ihesu crist cumeð of heuene to hem . and *con* shodeð þe gode fro þe iuele	IP	salt:/ppcme2/cmtrinit.mx1#structure8626	alle synfulle men *ICH*-3	NP	salt:/ppcme2/cmtrinit.mx1#sTok16384	men	NS	NS	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok17925	no	Q	salt:/ppcme2/cmtrinit.mx1#structure9442	no man ne fleð þing bute 0 he wite . oðer wene þat it him deren wille .	IP-MAT-SPE	salt:/ppcme2/cmtrinit.mx1#structure9443	no man	NP	salt:/ppcme2/cmtrinit.mx1#sTok17926	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok20877	Sume	Q	salt:/ppcme2/cmtrinit.mx1#structure10821	Sume men biginnen erest to leden clene lif .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure10822	Sume men	NP	salt:/ppcme2/cmtrinit.mx1#sTok20878	men	NS	NS	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok20993	Sume	Q	salt:/ppcme2/cmtrinit.mx1#structure10872	Sume men leden erest iuel liflode .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure10873	Sume men	NP	salt:/ppcme2/cmtrinit.mx1#sTok20994	men	NS	NS	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok21064	Sume	Q	salt:/ppcme2/cmtrinit.mx1#structure10913	Sume men leden unfele liflode . þat te biginninge beð iuel ; and swo leng þe werse . and te ende alre werest . alse þe iudeuisshe folc . 0 þe ure helende wið *T*-2 spec ; and *con* seide . Cum immundus spiritus exierit ab $homine uadit et cetera .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure10914	Sume men	NP	salt:/ppcme2/cmtrinit.mx1#sTok21065	men	NS	NS	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok22340	elhc	Q	salt:/ppcme2/cmtrinit.mx1#structure11553	and elhc cristene man makeð þis dai procession fro chirche to chirche	IP	salt:/ppcme2/cmtrinit.mx1#structure11554	elhc cristene man	NP	salt:/ppcme2/cmtrinit.mx1#sTok22342	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok22375	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure11571	and þat mai ech man *ICH*-1 understonden . 0 þe *T*-2 wot wat 0 *T*-3 bitocneð þese tweie names . betfage . and ierusalem .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure11573	ech man *ICH*-1	NP	salt:/ppcme2/cmtrinit.mx1#sTok22376	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok23144	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure11950	Proue ech man him seluen .	IP-MAT-SPE	salt:/ppcme2/cmtrinit.mx1#structure11951	ech man	NP	salt:/ppcme2/cmtrinit.mx1#sTok23145	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok23408	no	Q	salt:/ppcme2/cmtrinit.mx1#structure12095	no man ne mai underfo . him seluen to hele bute 0 he haue here oðer *ICH*-1 on him . 0 þe *T*-2 ben þus clepede . *-3 Vestis innocencie . Vestis misericordie	IP	salt:/ppcme2/cmtrinit.mx1#structure12096	no man	NP	salt:/ppcme2/cmtrinit.mx1#sTok23409	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok23506	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure12139	þis shrud haueð ech man on him after his fulcninge . alle þe wile 0 þe *T*-1 he him beregeð þat he ne do ne ne queðe . ne ne ðenche no þing for þat he bie unwurðere gode ; ne loðere men ; 0 þe *T*-3 iuele is soule ;	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure12141	ech man	NP	salt:/ppcme2/cmtrinit.mx1#sTok23507	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok23562	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure12172	wel bicumeliche and biheue ech man 0 *T*-1 to hauen	ADJP	salt:/ppcme2/cmtrinit.mx1#structure12175	ech man	NP	salt:/ppcme2/cmtrinit.mx1#sTok23563	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok23694	No	Q	salt:/ppcme2/cmtrinit.mx1#structure12245	No man 0 þe *T*-1 sineged haueð ne mai wiðuten þus wedes holi husel <P_97> underfon ; bute to eche harme his soule and lichame	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure12246	No man 0 þe *T*-1 sineged haueð	NP	salt:/ppcme2/cmtrinit.mx1#sTok23695	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok23721	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure12259	and ech man 0 þe *T*-1 hit underfoð wiðuten eiðer þese wedes shal ben shameliche driuen ut of þis holi gestninge	IP	salt:/ppcme2/cmtrinit.mx1#structure12260	ech man 0 þe *T*-1 hit underfoð wiðuten eiðer þese wedes	NP	salt:/ppcme2/cmtrinit.mx1#sTok23722	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok23990	alle	Q	salt:/ppcme2/cmtrinit.mx1#structure12397	wið alle men	PP	salt:/ppcme2/cmtrinit.mx1#structure12398	alle men	NP	salt:/ppcme2/cmtrinit.mx1#sTok23991	men	NS	NS	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok24365	alle	Q	salt:/ppcme2/cmtrinit.mx1#structure12597	*T*-2 alle cristene men agen to dai to noten . for þat þis dai is cleped *-3 estre dai þat is estene da	IP	salt:/ppcme2/cmtrinit.mx1#structure12598	alle cristene men	NP	salt:/ppcme2/cmtrinit.mx1#sTok24367	men	NS	NS	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok24397	no	Q	salt:/ppcme2/cmtrinit.mx1#structure12613	and no man ne mai seien husel ; wu god 0 *T*-1 it is .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure12614	no man	NP	salt:/ppcme2/cmtrinit.mx1#sTok24398	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok24585	eches	Q	salt:/ppcme2/cmtrinit.mx1#structure12708	eches mannes soule 0 þe *T*-6 ne haueð alle michele sinnes forleten . and bet . oðer bigunnen alse 0 0 *T*-8 þa apostel seið	NP	salt:/ppcme2/cmtrinit.mx1#structure12709	eches mannes	NP	salt:/ppcme2/cmtrinit.mx1#sTok24586	mannes	N$	N$	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok26260	no	Q	salt:/ppcme2/cmtrinit.mx1#structure13578	for þeh 0 þe deuel muge man bi-charre ; he ne mai no man neden .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure13585	no man	NP	salt:/ppcme2/cmtrinit.mx1#sTok26261	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok26349	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure13610	ech man beoð * bi sleht of his agene lichames luste alse 0 0 *T*-1 þe boc seið .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure13611	ech man	NP	salt:/ppcme2/cmtrinit.mx1#sTok26350	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok26450	no	Q	salt:/ppcme2/cmtrinit.mx1#structure13668	no man werpe þe gilt of his sinne anuppen god	IP	salt:/ppcme2/cmtrinit.mx1#structure13669	no man	NP	salt:/ppcme2/cmtrinit.mx1#sTok26451	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok26760	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure13810	and þie giue he giueð ech man in þe fulluht .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure13813	ech man	NP	salt:/ppcme2/cmtrinit.mx1#sTok26761	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok27423	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure14145	*T*-1 lihteð ech man . of al þe liht 0 þe *T*-2 he haueð lihamliche wiðuten . and gostliche wið-innen	IP	salt:/ppcme2/cmtrinit.mx1#structure14146	ech man	NP	salt:/ppcme2/cmtrinit.mx1#sTok27424	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok29365	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure15053	For þeh 0 it were ones londes speche on þe apostles *ICH*-1 muðes 0 þe *T*-2 þere speken ; ech man 0 þe *T*-3 hem herden were *pro* of wiche londe swo 0 *T*-4 he were . for þere weren men of eche londe 0 þat *T*-6 is under heuene liðe . <P_119> hit þuhte here ech sunderlepes þat it was his londes speche .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure15066	ech man 0 þe *T*-3 hem herden	NP	salt:/ppcme2/cmtrinit.mx1#sTok29366	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok29539	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure15162	ech cristene man alse hem seluen	IP	salt:/ppcme2/cmtrinit.mx1#structure15163	ech cristene man	NP	salt:/ppcme2/cmtrinit.mx1#sTok29541	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok30318	ani	Q	salt:/ppcme2/cmtrinit.mx1#structure15580	hit beo ani god friht man	IP	salt:/ppcme2/cmtrinit.mx1#structure15582	ani god friht man	NP	salt:/ppcme2/cmtrinit.mx1#sTok30321	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok30577	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure15713	and þis leue sheweð ech man þanne 0 *pro* crede singeð .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure15715	ech man	NP	salt:/ppcme2/cmtrinit.mx1#sTok30578	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok30620	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure15737	þat doð ech man þenne 0 he pater noster singeð . bute 0 his liðere liflode his bede lette .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure15739	ech man	NP	salt:/ppcme2/cmtrinit.mx1#sTok30621	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok32474	alle	Q	salt:/ppcme2/cmtrinit.mx1#structure16644	for þat soðe luue ledeð alle rihtwise men *ICH*-1 to eche blisse ; 0 þe *T*-2 luueð god more þane him seluen . and ech cristene man alse him seluen .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure16646	alle rihtwise men *ICH*-1	NP	salt:/ppcme2/cmtrinit.mx1#sTok32476	men	NS	NS	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok32493	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure16657	ech cristene man alse him seluen	IP	salt:/ppcme2/cmtrinit.mx1#structure16658	ech cristene man	NP	salt:/ppcme2/cmtrinit.mx1#sTok32495	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok32506	ani	Q	salt:/ppcme2/cmtrinit.mx1#structure16664	forþe ani eorðlich man	PP	salt:/ppcme2/cmtrinit.mx1#structure16665	ani eorðlich man	NP	salt:/ppcme2/cmtrinit.mx1#sTok32508	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok34757	alle	Q	salt:/ppcme2/cmtrinit.mx1#structure17813	and he minede alle men to forleten *ICH*-1 here sinnes and beten . and on sinbote * understonden fulcnenge .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure17815	alle men	NP	salt:/ppcme2/cmtrinit.mx1#sTok34758	men	NS	NS	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok35034	ani	Q	salt:/ppcme2/cmtrinit.mx1#structure17975	þenne ani oðer man of wifes bosme boren	PP	salt:/ppcme2/cmtrinit.mx1#structure17976	ani oðer man of wifes bosme boren	NP	salt:/ppcme2/cmtrinit.mx1#sTok35036	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok35557	efrich	Q	salt:/ppcme2/cmtrinit.mx1#structure18212	and alse 0 0 *T*-1 man sone forfarð in þe sæ bute 0 he on shipe be ; alse fareð efrich man into helle of þesse worelde bute 0 he on chirche bie . þurh rihte gielefe . and clene liflade . and soðe luue to gode . and to eche cristene mane .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure18227	efrich man	NP	salt:/ppcme2/cmtrinit.mx1#sTok35558	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok35587	eche	Q	salt:/ppcme2/cmtrinit.mx1#structure18249	to eche cristene mane	PP	salt:/ppcme2/cmtrinit.mx1#structure18250	eche cristene mane	NP	salt:/ppcme2/cmtrinit.mx1#sTok35589	mane	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok35801	alle	Q	salt:/ppcme2/cmtrinit.mx1#structure18372	alle men sholden deað þolien	IP	salt:/ppcme2/cmtrinit.mx1#structure18373	alle men	NP	salt:/ppcme2/cmtrinit.mx1#sTok35802	men	NS	NS	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok37122	alle	Q	salt:/ppcme2/cmtrinit.mx1#structure19067	alle godfruhte men ben to *T*-2 clepede	IP	salt:/ppcme2/cmtrinit.mx1#structure19068	alle godfruhte men	NP	salt:/ppcme2/cmtrinit.mx1#sTok37124	men	NS	NS	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok38047	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure19470	ech man shal understonden mede of his er dede	IP	salt:/ppcme2/cmtrinit.mx1#structure19471	ech man	NP	salt:/ppcme2/cmtrinit.mx1#sTok38048	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok38216	no	Q	salt:/ppcme2/cmtrinit.mx1#structure19554	no man hit ne mihte tellen . nan more þene 0 0 *T*-2 men mugen tellen þe sterres on heuene	IP	salt:/ppcme2/cmtrinit.mx1#structure19555	no man	NP	salt:/ppcme2/cmtrinit.mx1#sTok38217	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok38345	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure19586	Ac alse 0 0 *T*-1 þe wise <P_155> tilie nimeð ȝeme of two þing þanne 0 he sed soweð . On is weðer 0 þe eorðe beo bicumeliche to þe sede . þat oðer weðer 0 hit beo riht time þer to . Alse $ahte ech criste man *ICH*-3 to don wapman . and wimman þanne 0 hie wilen tulien after strene .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure19618	ech criste man *ICH*-3	NP	salt:/ppcme2/cmtrinit.mx1#sTok38347	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok38647	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure19767	wið ech man 0 þe he to *T*-1 sendeð his writ	PP	salt:/ppcme2/cmtrinit.mx1#structure19768	ech man 0 þe he to *T*-1 sendeð his writ	NP	salt:/ppcme2/cmtrinit.mx1#sTok38648	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok39608	Ech	Q	salt:/ppcme2/cmtrinit.mx1#structure20261	Ech man sal eft mowen bi þan þe he nu soweð .	IP-MAT-SPE	salt:/ppcme2/cmtrinit.mx1#structure20262	Ech man	NP	salt:/ppcme2/cmtrinit.mx1#sTok39609	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok39641	ech	Q	salt:/ppcme2/cmtrinit.mx1#structure20279	and þat is ech man 0 þe *T*-1 luueliche $lhisteð godes lore . and *T*-1 bi alle here mihte almes delen . and *T*-1 auelen þat men hem blescen . and *con* for hem bidden	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure20281	ech man 0 þe *T*-1 luueliche $lhisteð godes lore . and *T*-1 bi alle here mihte almes delen . and *T*-1 auelen þat men hem blescen . and *con* for hem bidden	NP	salt:/ppcme2/cmtrinit.mx1#sTok39642	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok40263	alle	Q	salt:/ppcme2/cmtrinit.mx1#structure20565	*T*-1 lihted alle men . 0 þe *T*-2 on þis woreld cumeð . and *T*-2 aleomed ben	IP	salt:/ppcme2/cmtrinit.mx1#structure20566	alle men . 0 þe *T*-2 on þis woreld cumeð . and *T*-2 aleomed ben	NP	salt:/ppcme2/cmtrinit.mx1#sTok40264	men	NS	NS	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok41873	alle	Q	salt:/ppcme2/cmtrinit.mx1#structure21406	ouer alle men	PP	salt:/ppcme2/cmtrinit.mx1#structure21407	alle men	NP	salt:/ppcme2/cmtrinit.mx1#sTok41874	men	NS	NS	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok42033	no	Q	salt:/ppcme2/cmtrinit.mx1#structure21474	Þo ne mihte no man for stenche cumen him enden .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure21476	no man	NP	salt:/ppcme2/cmtrinit.mx1#sTok42034	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok42306	alle	Q	salt:/ppcme2/cmtrinit.mx1#structure21610	and *con* ȝaf alle men forbisne swo to bidden .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure21611	alle men	NP	salt:/ppcme2/cmtrinit.mx1#sTok42307	men	NS	NS	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok42414	alle	Q	salt:/ppcme2/cmtrinit.mx1#structure21654	Of deaðe ben alle bileffulle men of-dradde . alse 0 0 *T*-1 þe boc seið .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure21657	alle bileffulle men	NP	salt:/ppcme2/cmtrinit.mx1#sTok42416	men	NS	NS	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok42492	alle	Q	salt:/ppcme2/cmtrinit.mx1#structure21694	alle rihtwise *ICH*-1 men and godfrihte *ICH*-2	NP	salt:/ppcme2/cmtrinit.mx1#structure21695	alle rihtwise *ICH*-1 men and godfrihte	NP	salt:/ppcme2/cmtrinit.mx1#sTok42495	men	NS	NS	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok42616	alle	Q	salt:/ppcme2/cmtrinit.mx1#structure21751	Of þis deað ben alle men *ICH*-1 <P_171> ofdradde ; 0 þe *T*-2 on ure drihte bileueð .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure21754	alle men *ICH*-1	NP	salt:/ppcme2/cmtrinit.mx1#sTok42617	men	NS	NS	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok42837	alle	Q	salt:/ppcme2/cmtrinit.mx1#structure21863	and *con* clenseð alle bileffule men of alle þe sunnes 0 þe *T*-1 hie hadden forleten . oðer bet . oðer bigunnen to beten .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure21864	alle bileffule men	NP	salt:/ppcme2/cmtrinit.mx1#sTok42839	men	NS	NS	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok43081	elch	Q	salt:/ppcme2/cmtrinit.mx1#structure21979	demen elch man after his erninge	IP	salt:/ppcme2/cmtrinit.mx1#structure21980	elch man	NP	salt:/ppcme2/cmtrinit.mx1#sTok43082	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok45033	non	Q	salt:/ppcme2/cmtrinit.mx1#structure23025	Ne do þu non oðer man þing . 0 þe *T*-1 þe wolde ofþunche gief 0 me hit dude þe .	IP-IMP-SPE	salt:/ppcme2/cmtrinit.mx1#structure23027	non oðer man	NP	salt:/ppcme2/cmtrinit.mx1#sTok45035	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok45129	alle	Q	salt:/ppcme2/cmtrinit.mx1#structure23075	and alle eorðeliche men 0 þe *T*-1 þar onne wunien	CONJP	salt:/ppcme2/cmtrinit.mx1#structure23076	alle eorðeliche men 0 þe *T*-1 þar onne wunien	NP	salt:/ppcme2/cmtrinit.mx1#sTok45131	men	NS	NS	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok45481	Ilch	Q	salt:/ppcme2/cmtrinit.mx1#structure23256	Ilch man of his wise ; noteð his swinhc swilch se 0 0 he is to *T*-1 iteied *ICH*-4 . Clerc on his wise . Cniht on his wise . Tilie on his wise . And ilches craftes þeau ; 0 swo he beð to *T*-2 iteied .	IP-MAT-3	salt:/ppcme2/cmtrinit.mx1#structure23257	Ilch man	NP	salt:/ppcme2/cmtrinit.mx1#sTok45482	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok45535	ilches	Q	salt:/ppcme2/cmtrinit.mx1#structure23290	ilches mannes hundlimen alle	NP	salt:/ppcme2/cmtrinit.mx1#structure23291	ilches mannes	NP	salt:/ppcme2/cmtrinit.mx1#sTok45536	mannes	N$	N$	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmtrinit.mx1#sTok46520	elch	Q	salt:/ppcme2/cmtrinit.mx1#structure23847	and leren elch man to helpen him seluen þe hwile 0 0 *T*-1 he mai * .	IP-MAT	salt:/ppcme2/cmtrinit.mx1#structure23848	elch man	NP	salt:/ppcme2/cmtrinit.mx1#sTok46521	man	N	N	MX/1		EMO	CMTRINIT			X	PROSE	X	WRITTEN	INSTR REL
